,valid,result,solution,order,random_result
35,True,59,"{1: [8, 9, 12, 21, 39, 46], 2: [4, 12, 17, 27, 39, 49], 3: [2, 12, 19, 30, 39, 52], 4: [19, 25, 30, 35, 38, 46], 5: [17, 27, 31, 42, 49, 53], 6: [0, 3, 6, 15, 27, 35]}","[(6, 0), (3, 0), (6, 1), (2, 0), (6, 2), (1, 0), (1, 1), (1, 2), (2, 1), (3, 1), (6, 3), (2, 2), (5, 0), (3, 2), (4, 0), (1, 3), (4, 1), (2, 3), (5, 1), (6, 4), (3, 3), (4, 2), (5, 2), (4, 3), (6, 5), (4, 4), (1, 4), (2, 4), (3, 4), (5, 3), (1, 5), (4, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",91
36,True,57,"{1: [7, 8, 16, 24, 38, 46], 2: [0, 8, 13, 28, 40, 50], 3: [0, 5, 9, 21, 30, 31], 4: [11, 16, 23, 34, 38, 46], 5: [13, 23, 26, 41, 51, 54], 6: [8, 12, 18, 30, 52, 56]}","[(2, 0), (3, 0), (3, 1), (1, 0), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (2, 2), (5, 0), (1, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (1, 3), (5, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (1, 4), (4, 4), (2, 4), (5, 3), (1, 5), (4, 5), (2, 5), (5, 4), (6, 4), (5, 5), (6, 5)]",79
37,True,55,"{1: [0, 9, 16, 31, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [1, 6, 11, 19, 32, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(1, 0), (2, 0), (3, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",69
38,True,55,"{1: [0, 9, 16, 35, 42, 49], 2: [0, 8, 15, 28, 38, 48], 3: [1, 6, 11, 19, 39, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(1, 0), (2, 0), (3, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (2, 4), (5, 3), (6, 4), (3, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",79
39,True,57,"{1: [5, 12, 26, 33, 40, 51], 2: [0, 8, 13, 26, 40, 50], 3: [0, 5, 9, 21, 36, 44], 4: [11, 16, 23, 29, 32, 43], 5: [14, 23, 26, 36, 51, 54], 6: [8, 14, 17, 30, 40, 44]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (6, 0), (3, 2), (4, 0), (1, 1), (2, 2), (5, 0), (6, 1), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (1, 2), (2, 3), (5, 2), (4, 3), (6, 3), (4, 4), (1, 3), (3, 4), (5, 3), (1, 4), (2, 4), (6, 4), (4, 5), (3, 5), (6, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",84
40,True,56,"{1: [6, 9, 16, 31, 42, 45], 2: [0, 8, 15, 28, 38, 48], 3: [0, 6, 10, 18, 28, 30], 4: [8, 13, 22, 28, 37, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 51, 55]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (2, 3), (3, 4), (4, 3), (6, 3), (3, 5), (1, 3), (4, 4), (2, 4), (5, 3), (1, 4), (1, 5), (4, 5), (2, 5), (5, 4), (6, 4), (5, 5), (6, 5)]",76
41,True,55,"{1: [5, 11, 16, 22, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 5, 10, 19, 29, 30], 4: [8, 14, 25, 31, 37, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (3, 2), (1, 1), (5, 0), (6, 0), (2, 2), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (1, 3), (5, 1), (4, 2), (5, 2), (2, 3), (6, 3), (3, 4), (3, 5), (4, 3), (4, 4), (2, 4), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",86
42,True,55,"{1: [7, 10, 16, 31, 38, 42], 2: [0, 8, 15, 28, 38, 48], 3: [1, 6, 11, 19, 40, 48], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (1, 4), (2, 4), (6, 4), (3, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",83
43,True,58,"{1: [1, 13, 29, 35, 42, 52], 2: [3, 11, 18, 28, 40, 50], 3: [3, 11, 20, 31, 41, 45], 4: [11, 16, 27, 32, 37, 45], 5: [16, 25, 28, 38, 51, 54], 6: [0, 3, 10, 21, 33, 37]}","[(6, 0), (1, 0), (2, 0), (3, 0), (6, 1), (6, 2), (2, 1), (3, 1), (4, 0), (1, 1), (4, 1), (5, 0), (2, 2), (3, 2), (6, 3), (5, 1), (4, 2), (2, 3), (5, 2), (1, 2), (3, 3), (4, 3), (6, 4), (1, 3), (4, 4), (6, 5), (5, 3), (2, 4), (3, 4), (1, 4), (3, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",85
44,True,57,"{1: [0, 2, 16, 31, 38, 42], 2: [0, 8, 15, 28, 38, 48], 3: [1, 6, 10, 18, 41, 48], 4: [8, 13, 22, 27, 30, 48], 5: [13, 22, 25, 44, 50, 53], 6: [13, 16, 19, 28, 38, 46]}","[(1, 0), (2, 0), (3, 0), (1, 1), (3, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (1, 4), (2, 4), (6, 4), (3, 4), (1, 5), (5, 3), (6, 5), (2, 5), (3, 5), (4, 5), (5, 4), (5, 5)]",66
45,True,58,"{1: [5, 6, 16, 28, 38, 52], 2: [5, 13, 18, 28, 38, 48], 3: [0, 6, 11, 19, 31, 41], 4: [0, 9, 18, 24, 28, 45], 5: [23, 33, 36, 41, 49, 52], 6: [13, 16, 19, 28, 48, 52]}","[(3, 0), (4, 0), (1, 0), (2, 0), (1, 1), (3, 1), (4, 1), (3, 2), (2, 1), (6, 0), (1, 2), (6, 1), (2, 2), (4, 2), (3, 3), (6, 2), (5, 0), (4, 3), (1, 3), (2, 3), (4, 4), (6, 3), (3, 4), (5, 1), (5, 2), (1, 4), (2, 4), (3, 5), (5, 3), (4, 5), (2, 5), (6, 4), (5, 4), (1, 5), (5, 5), (6, 5)]",84
46,True,55,"{1: [0, 9, 16, 31, 38, 42], 2: [0, 8, 13, 28, 38, 48], 3: [1, 7, 11, 19, 41, 48], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(1, 0), (2, 0), (3, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (1, 4), (2, 4), (6, 4), (3, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",84
47,True,57,"{1: [8, 9, 16, 28, 38, 44], 2: [0, 11, 16, 28, 38, 48], 3: [1, 6, 10, 19, 28, 50], 4: [8, 13, 18, 23, 26, 45], 5: [23, 32, 35, 41, 49, 52], 6: [13, 16, 19, 28, 40, 44]}","[(2, 0), (3, 0), (3, 1), (1, 0), (4, 0), (1, 1), (3, 2), (2, 1), (4, 1), (6, 0), (1, 2), (2, 2), (6, 1), (4, 2), (3, 3), (6, 2), (4, 3), (5, 0), (4, 4), (1, 3), (2, 3), (3, 4), (6, 3), (5, 1), (5, 2), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",67
48,True,57,"{1: [5, 7, 16, 33, 40, 51], 2: [0, 8, 16, 26, 40, 50], 3: [0, 5, 9, 21, 32, 44], 4: [11, 16, 23, 28, 32, 43], 5: [13, 22, 26, 36, 51, 54], 6: [8, 11, 17, 30, 40, 44]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (5, 0), (1, 2), (2, 2), (4, 1), (6, 2), (3, 3), (5, 1), (4, 2), (2, 3), (5, 2), (4, 3), (6, 3), (3, 4), (4, 4), (1, 3), (5, 3), (1, 4), (2, 4), (6, 4), (4, 5), (3, 5), (6, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",65
49,True,55,"{1: [6, 10, 16, 30, 38, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 6, 10, 19, 35, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (1, 3), (4, 4), (3, 4), (1, 4), (2, 4), (6, 4), (5, 3), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",69
50,True,57,"{1: [7, 12, 16, 22, 40, 51], 2: [0, 8, 15, 26, 40, 50], 3: [0, 5, 9, 21, 30, 44], 4: [11, 16, 23, 29, 32, 43], 5: [13, 24, 27, 36, 50, 54], 6: [8, 13, 17, 30, 40, 44]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (6, 0), (3, 2), (4, 0), (1, 1), (5, 0), (6, 1), (2, 2), (1, 2), (4, 1), (6, 2), (3, 3), (1, 3), (4, 2), (5, 1), (2, 3), (5, 2), (4, 3), (3, 4), (6, 3), (4, 4), (5, 3), (1, 4), (2, 4), (6, 4), (4, 5), (3, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",96
51,True,55,"{1: [7, 9, 16, 23, 38, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 5, 11, 19, 29, 30], 4: [8, 14, 25, 30, 37, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (2, 2), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (5, 1), (1, 3), (4, 2), (5, 2), (2, 3), (6, 3), (3, 4), (3, 5), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",76
52,True,58,"{1: [9, 13, 16, 23, 42, 45], 2: [3, 11, 16, 26, 40, 50], 3: [1, 8, 18, 31, 47, 51], 4: [11, 16, 25, 31, 37, 45], 5: [16, 25, 28, 38, 51, 54], 6: [0, 3, 8, 21, 33, 37]}","[(6, 0), (3, 0), (2, 0), (6, 1), (3, 1), (6, 2), (1, 0), (2, 1), (4, 0), (1, 1), (1, 2), (2, 2), (4, 1), (5, 0), (3, 2), (6, 3), (1, 3), (4, 2), (5, 1), (2, 3), (5, 2), (3, 3), (4, 3), (6, 4), (4, 4), (6, 5), (5, 3), (2, 4), (1, 4), (1, 5), (4, 5), (3, 4), (2, 5), (3, 5), (5, 4), (5, 5)]",79
53,True,59,"{1: [0, 9, 12, 24, 37, 46], 2: [3, 11, 16, 27, 39, 49], 3: [1, 9, 16, 30, 50, 52], 4: [18, 25, 30, 35, 38, 46], 5: [17, 29, 33, 41, 50, 53], 6: [0, 3, 6, 15, 26, 35]}","[(1, 0), (6, 0), (3, 0), (2, 0), (6, 1), (6, 2), (1, 1), (3, 1), (2, 1), (1, 2), (6, 3), (2, 2), (3, 2), (5, 0), (4, 0), (1, 3), (4, 1), (6, 4), (2, 3), (5, 1), (3, 3), (4, 2), (5, 2), (4, 3), (6, 5), (1, 4), (4, 4), (2, 4), (5, 3), (1, 5), (4, 5), (2, 5), (3, 4), (5, 4), (3, 5), (5, 5)]",82
54,True,56,"{1: [5, 13, 16, 23, 42, 50], 2: [0, 8, 15, 27, 40, 50], 3: [0, 5, 10, 21, 30, 31], 4: [11, 16, 23, 30, 38, 46], 5: [13, 22, 26, 37, 50, 54], 6: [8, 12, 18, 30, 46, 50]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (1, 1), (5, 0), (2, 2), (1, 2), (4, 1), (6, 2), (3, 3), (5, 1), (1, 3), (4, 2), (5, 2), (2, 3), (3, 4), (4, 3), (6, 3), (3, 5), (5, 3), (4, 4), (2, 4), (1, 4), (4, 5), (6, 4), (1, 5), (2, 5), (5, 4), (6, 5), (5, 5)]",76
55,True,57,"{1: [5, 7, 16, 22, 44, 51], 2: [0, 8, 14, 26, 41, 51], 3: [0, 5, 9, 17, 27, 30], 4: [11, 26, 31, 36, 39, 47], 5: [13, 22, 25, 40, 52, 55], 6: [8, 13, 17, 31, 47, 51]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (5, 0), (6, 1), (2, 2), (1, 2), (3, 3), (6, 2), (1, 3), (5, 1), (5, 2), (2, 3), (4, 1), (3, 4), (3, 5), (4, 2), (6, 3), (4, 3), (4, 4), (5, 3), (2, 4), (1, 4), (4, 5), (6, 4), (1, 5), (2, 5), (6, 5), (5, 4), (5, 5)]",69
56,True,57,"{1: [6, 9, 16, 37, 45, 51], 2: [0, 8, 13, 28, 40, 52], 3: [1, 6, 11, 20, 29, 30], 4: [8, 13, 24, 29, 37, 48], 5: [13, 22, 25, 38, 51, 56], 6: [13, 16, 19, 29, 47, 53]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (6, 2), (3, 3), (5, 1), (4, 2), (5, 2), (2, 3), (3, 4), (4, 3), (6, 3), (3, 5), (1, 3), (4, 4), (5, 3), (2, 4), (1, 4), (6, 4), (4, 5), (1, 5), (5, 4), (2, 5), (6, 5), (5, 5)]",65
57,True,57,"{1: [5, 8, 12, 23, 39, 51], 2: [0, 12, 17, 28, 41, 51], 3: [0, 5, 9, 17, 26, 27], 4: [20, 26, 31, 36, 39, 47], 5: [17, 29, 34, 42, 52, 55], 6: [9, 15, 18, 31, 47, 51]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (3, 2), (6, 0), (1, 2), (2, 1), (6, 1), (2, 2), (3, 3), (5, 0), (6, 2), (4, 0), (1, 3), (3, 4), (4, 1), (3, 5), (2, 3), (5, 1), (4, 2), (6, 3), (5, 2), (4, 3), (1, 4), (4, 4), (2, 4), (5, 3), (4, 5), (6, 4), (1, 5), (2, 5), (6, 5), (5, 4), (5, 5)]",79
58,True,57,"{1: [6, 11, 16, 22, 29, 40], 2: [0, 8, 14, 32, 42, 52], 3: [0, 6, 12, 22, 45, 50], 4: [11, 16, 24, 29, 32, 46], 5: [13, 22, 26, 42, 53, 56], 6: [8, 11, 20, 31, 46, 50]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (6, 0), (1, 1), (4, 0), (6, 1), (3, 2), (5, 0), (2, 2), (1, 2), (4, 1), (6, 2), (1, 3), (3, 3), (5, 1), (4, 2), (5, 2), (1, 4), (4, 3), (6, 3), (2, 3), (4, 4), (1, 5), (2, 4), (5, 3), (3, 4), (4, 5), (6, 4), (3, 5), (6, 5), (2, 5), (5, 4), (5, 5)]",81
59,True,55,"{1: [0, 6, 16, 31, 38, 49], 2: [0, 8, 13, 28, 38, 48], 3: [1, 6, 10, 19, 41, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(1, 0), (2, 0), (3, 0), (1, 1), (3, 1), (2, 1), (4, 0), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (1, 4), (2, 4), (6, 4), (3, 4), (5, 3), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",66
0,True,58,"{1: [0, 13, 18, 35, 42, 52], 2: [3, 11, 16, 26, 40, 50], 3: [1, 10, 17, 31, 42, 45], 4: [11, 16, 27, 32, 37, 45], 5: [16, 25, 28, 37, 50, 54], 6: [0, 3, 8, 21, 33, 37]}","[(1, 0), (6, 0), (3, 0), (2, 0), (6, 1), (6, 2), (3, 1), (2, 1), (4, 0), (1, 1), (2, 2), (4, 1), (5, 0), (3, 2), (1, 2), (6, 3), (5, 1), (2, 3), (4, 2), (5, 2), (3, 3), (4, 3), (6, 4), (1, 3), (4, 4), (5, 3), (6, 5), (2, 4), (1, 4), (3, 4), (3, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",79
1,True,57,"{1: [5, 8, 11, 17, 39, 51], 2: [0, 8, 14, 29, 41, 51], 3: [0, 5, 9, 17, 26, 30], 4: [17, 26, 31, 36, 39, 47], 5: [13, 22, 25, 42, 52, 55], 6: [8, 11, 20, 31, 47, 51]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (1, 2), (6, 1), (5, 0), (2, 2), (1, 3), (3, 3), (4, 0), (6, 2), (5, 1), (5, 2), (3, 4), (4, 1), (2, 3), (3, 5), (4, 2), (6, 3), (4, 3), (1, 4), (4, 4), (2, 4), (5, 3), (4, 5), (6, 4), (1, 5), (2, 5), (6, 5), (5, 4), (5, 5)]",87
2,True,58,"{1: [1, 6, 17, 25, 42, 45], 2: [3, 11, 17, 28, 40, 50], 3: [3, 8, 19, 31, 47, 51], 4: [11, 16, 27, 34, 37, 45], 5: [16, 25, 28, 38, 50, 54], 6: [0, 5, 10, 21, 33, 37]}","[(6, 0), (1, 0), (2, 0), (3, 0), (6, 1), (1, 1), (3, 1), (6, 2), (2, 1), (4, 0), (4, 1), (5, 0), (1, 2), (2, 2), (3, 2), (6, 3), (1, 3), (5, 1), (4, 2), (2, 3), (5, 2), (3, 3), (6, 4), (4, 3), (4, 4), (6, 5), (5, 3), (2, 4), (1, 4), (1, 5), (4, 5), (3, 4), (2, 5), (5, 4), (3, 5), (5, 5)]",84
3,True,55,"{1: [7, 9, 16, 30, 38, 42], 2: [0, 8, 14, 28, 38, 48], 3: [1, 6, 10, 19, 41, 48], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (1, 3), (4, 4), (1, 4), (2, 4), (6, 4), (3, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",79
4,True,57,"{1: [7, 10, 22, 30, 38, 44], 2: [0, 9, 15, 28, 38, 48], 3: [0, 5, 10, 18, 39, 50], 4: [8, 13, 18, 23, 27, 45], 5: [23, 32, 35, 41, 49, 52], 6: [13, 16, 19, 28, 40, 44]}","[(2, 0), (3, 0), (3, 1), (1, 0), (4, 0), (2, 1), (1, 1), (3, 2), (4, 1), (6, 0), (2, 2), (6, 1), (3, 3), (4, 2), (6, 2), (1, 2), (4, 3), (5, 0), (4, 4), (2, 3), (6, 3), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (3, 4), (6, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",94
5,True,57,"{1: [6, 8, 16, 31, 44, 51], 2: [0, 9, 15, 28, 38, 48], 3: [0, 5, 9, 18, 29, 40], 4: [8, 13, 18, 23, 26, 47], 5: [23, 32, 35, 40, 48, 52], 6: [13, 16, 19, 28, 47, 51]}","[(2, 0), (3, 0), (3, 1), (1, 0), (1, 1), (4, 0), (2, 1), (3, 2), (4, 1), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (4, 2), (6, 2), (4, 3), (5, 0), (4, 4), (2, 3), (6, 3), (3, 4), (1, 3), (5, 1), (5, 2), (2, 4), (3, 5), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",78
6,True,58,"{1: [9, 16, 22, 30, 38, 52], 2: [5, 13, 18, 28, 38, 48], 3: [1, 7, 11, 19, 37, 45], 4: [0, 5, 19, 24, 28, 45], 5: [24, 33, 36, 41, 49, 52], 6: [13, 16, 19, 28, 41, 45]}","[(4, 0), (3, 0), (2, 0), (4, 1), (3, 1), (1, 0), (3, 2), (2, 1), (6, 0), (1, 1), (6, 1), (2, 2), (3, 3), (4, 2), (6, 2), (1, 2), (4, 3), (5, 0), (2, 3), (4, 4), (6, 3), (1, 3), (5, 1), (5, 2), (3, 4), (1, 4), (2, 4), (5, 3), (6, 4), (3, 5), (4, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",79
7,True,55,"{1: [5, 10, 16, 25, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 5, 11, 19, 29, 30], 4: [8, 14, 28, 33, 37, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (5, 1), (1, 3), (5, 2), (2, 3), (4, 2), (6, 3), (3, 4), (3, 5), (4, 3), (4, 4), (2, 4), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",81
8,True,56,"{1: [5, 7, 16, 24, 43, 50], 2: [0, 8, 15, 29, 40, 50], 3: [0, 5, 9, 21, 30, 31], 4: [11, 16, 23, 32, 38, 46], 5: [13, 22, 25, 39, 50, 54], 6: [8, 12, 17, 30, 46, 50]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (5, 0), (2, 2), (1, 2), (4, 1), (6, 2), (3, 3), (5, 1), (4, 2), (1, 3), (5, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (4, 4), (5, 3), (2, 4), (1, 4), (4, 5), (6, 4), (1, 5), (2, 5), (5, 4), (6, 5), (5, 5)]",69
9,True,56,"{1: [5, 13, 16, 27, 43, 50], 2: [0, 8, 16, 29, 40, 50], 3: [0, 5, 12, 21, 30, 31], 4: [11, 16, 26, 35, 38, 46], 5: [13, 23, 26, 39, 51, 54], 6: [8, 13, 20, 30, 46, 50]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (6, 0), (4, 0), (3, 2), (1, 1), (5, 0), (6, 1), (1, 2), (2, 2), (4, 1), (6, 2), (3, 3), (5, 1), (4, 2), (5, 2), (1, 3), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (4, 4), (5, 3), (2, 4), (1, 4), (4, 5), (6, 4), (1, 5), (2, 5), (6, 5), (5, 4), (5, 5)]",86
10,True,57,"{1: [5, 6, 11, 29, 39, 51], 2: [0, 8, 14, 29, 41, 51], 3: [0, 5, 9, 17, 28, 30], 4: [17, 26, 31, 36, 39, 47], 5: [13, 22, 25, 42, 52, 55], 6: [8, 11, 20, 31, 47, 51]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (1, 2), (6, 1), (5, 0), (2, 2), (3, 3), (4, 0), (6, 2), (5, 1), (5, 2), (4, 1), (3, 4), (1, 3), (2, 3), (3, 5), (4, 2), (6, 3), (4, 3), (1, 4), (4, 4), (2, 4), (5, 3), (4, 5), (6, 4), (1, 5), (2, 5), (6, 5), (5, 4), (5, 5)]",74
11,True,57,"{1: [6, 9, 18, 30, 37, 51], 2: [0, 8, 13, 27, 40, 50], 3: [0, 5, 9, 21, 35, 44], 4: [11, 16, 22, 27, 32, 44], 5: [13, 24, 27, 40, 50, 54], 6: [8, 11, 17, 30, 40, 44]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (6, 0), (1, 1), (3, 2), (4, 0), (6, 1), (2, 2), (5, 0), (4, 1), (6, 2), (1, 2), (3, 3), (4, 2), (5, 1), (2, 3), (4, 3), (5, 2), (1, 3), (6, 3), (4, 4), (3, 4), (1, 4), (2, 4), (5, 3), (6, 4), (3, 5), (4, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",94
12,True,56,"{1: [6, 10, 16, 31, 38, 50], 2: [0, 8, 14, 28, 38, 48], 3: [0, 5, 10, 19, 30, 31], 4: [8, 13, 22, 28, 38, 46], 5: [13, 22, 25, 42, 49, 52], 6: [13, 16, 19, 28, 46, 50]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (2, 3), (4, 3), (6, 3), (3, 4), (1, 3), (3, 5), (1, 4), (2, 4), (4, 4), (5, 3), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",69
13,True,58,"{1: [1, 4, 17, 30, 38, 52], 2: [5, 13, 18, 28, 38, 48], 3: [2, 7, 11, 19, 36, 41], 4: [0, 11, 18, 24, 28, 45], 5: [23, 33, 36, 41, 48, 52], 6: [13, 16, 19, 28, 48, 52]}","[(4, 0), (1, 0), (3, 0), (1, 1), (2, 0), (3, 1), (3, 2), (4, 1), (2, 1), (6, 0), (6, 1), (1, 2), (2, 2), (4, 2), (3, 3), (6, 2), (5, 0), (4, 3), (2, 3), (4, 4), (6, 3), (1, 3), (5, 1), (3, 4), (5, 2), (1, 4), (2, 4), (3, 5), (5, 3), (4, 5), (2, 5), (5, 4), (6, 4), (1, 5), (5, 5), (6, 5)]",88
